player_code,web_name,team,position,season_minutes,season_starts,fbref_subs,fbref_unused_subs,long_form_minutes,long_form_unweighted_minutes,long_form_expected_goals_90,long_form_expected_assists_90,long_form_expected_goals_conceded_90,long_form_bonus_90,short_form_minutes,short_form_expected_goals_90,short_form_expected_assists_90,short_form_expected_goals_conceded_90,short_form_bonus_90,team_long_form_xg90,team_long_form_xgc90,team_short_form_xg90,team_short_form_xgc90,long_form_expected_goals,long_form_expected_assists,long_form_expected_goals_conceded,long_form_bonus,long_form_bps,long_form_unweighted_expected_goals,long_form_unweighted_expected_assists,long_form_unweighted_expected_goals_conceded,long_form_unweighted_bonus,long_form_unweighted_bps,long_form_bps_90,short_form_expected_goals,short_form_expected_assists,short_form_expected_goals_conceded,short_form_bonus,short_form_bps,short_form_unweighted_minutes,short_form_bps_90,now_cost,status,season_subs,fbref_starts,fbref_squads_made
472739,Rushworth,Brighton,GK,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.6948,1.4704,1.5833,1.735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,39,a,0,0,0
463067,Georginio,Brighton,MID,1651,19,9,0,314.4,1651,0.2359,0.0834,1.3325,0.0195,0,0.0,0.0,0.0,0.0,1.6948,1.4704,1.5833,1.735,0.8242,0.2913,4.6549,0.0682,56.9327,4.57,1.6700000000000002,27.9,1,288,16.2975,0.0,0.0,0.0,0,0,0,0.0,50,i,9,19,28
231416,F.Kadıoğlu,Brighton,DEF,385,5,1,0,28.7,385,0.1101,0.0702,2.1092,0.0,0,0.0,0.0,0.0,0.0,1.6948,1.4704,1.5833,1.735,0.0351,0.0224,0.6726,0.0,4.596,0.44,0.31,9.44,0,59,14.4125,0.0,0.0,0.0,0,0,0,0.0,44,i,1,5,6
219249,O'Riley,Brighton,MID,929,11,10,0,406.1,929,0.3258,0.187,1.3498,0.0427,324,0.2778,0.2056,1.525,0.0,1.6948,1.4704,1.5833,1.735,1.4699,0.8438,6.0904,0.1928,94.5291,2.76,2.04,14.27,2,209,20.9496,1.0,0.74,5.49,0,73,324,20.2778,55,a,10,11,21
447720,Samuels,Brighton,DEF,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.6948,1.4704,1.5833,1.735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,40,u,0,0,0
565858,Cahill,Brighton,GK,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.6948,1.4704,1.5833,1.735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,39,a,0,0,0
539721,McConville,Brighton,DEF,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.6948,1.4704,1.5833,1.735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,40,u,0,0,0
589100,Slater,Brighton,DEF,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.6948,1.4704,1.5833,1.735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,40,a,0,0,0
514254,Gómez,Brighton,MID,507,4,12,0,267.0,507,0.1802,0.2207,1.5399,0.6742,94,0.4787,0.3926,1.5511,1.9149,1.6948,1.4704,1.5833,1.735,0.5347,0.6548,4.5684,2.0,84.3492,0.8200000000000001,1.16,9.28,2,130,28.4323,0.5,0.41000000000000003,1.62,2,56,94,53.617,55,a,12,4,16
100053901,Hürzeler,Brighton,UNK,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.6948,1.4704,1.5833,1.735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,11,a,0,0,0
567121,Knight,Brighton,MID,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.6948,1.4704,1.5833,1.735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,45,a,0,0,0
439135,Cashin,Brighton,DEF,19,0,2,0,9.6,19,0.0,0.0,2.0625,0.0,1,0.0,0.0,0.0,0.0,1.6948,1.4704,1.5833,1.735,0.0,0.0,0.22,0.0,-0.5547,0.0,0.0,0.44,0,-2,-5.2003,0.0,0.0,0.0,0,3,1,270.0,45,a,2,0,2
547720,Charlie Tasker,Brighton,DEF,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.6948,1.4704,1.5833,1.735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,40,a,0,0,0
604988,Freddie Simmonds,Brighton,DEF,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.6948,1.4704,1.5833,1.735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,40,a,0,0,0
597320,Harry Howell,Brighton,MID,6,0,1,0,5.5,6,0.0,0.7511,0.0,0.0,6,0.0,0.75,0.0,0.0,1.6948,1.4704,1.5833,1.735,0.0,0.0459,0.0,0.0,4.585,0.0,0.05,0.0,0,5,75.0273,0.0,0.05,0.0,0,5,6,75.0,45,a,1,0,1
532605,Andrey Santos,Chelsea,MID,0,0,0,0,0.0,7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.5679,1.0861,1.2517,0.825,0.0001,0.0,0.0,0.0,0.0023,0.06,0.0,0.02,0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,45,u,0,0,0
518620,Ângelo,Chelsea,MID,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.5679,1.0861,1.2517,0.825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,45,u,0,0,0
242880,B.Badiashile,Chelsea,DEF,332,3,2,0,85.1,1669,0.0035,0.0251,1.3347,0.016,0,0.0,0.0,0.0,0.0,1.5679,1.0861,1.2517,0.825,0.0033,0.0237,1.262,0.0151,11.2694,0.27,1.0,30.76,4,302,11.9183,0.0,0.0,0.0,0,0,0,0.0,42,a,2,3,5
482158,Bergström,Chelsea,GK,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.5679,1.0861,1.2517,0.825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,39,a,0,0,0
122074,Bettinelli,Chelsea,GK,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.5679,1.0861,1.2517,0.825,0.0,0.0,0.0,0.0,-0.0139,0.0,0.0,0.0,0,-3,0.0,0.0,0.0,0.0,0,0,0,0.0,39,a,0,0,0
486672,Caicedo,Chelsea,MID,3351,38,0,0,1055.5,6216,0.0193,0.065,1.065,0.1296,540,0.0133,0.035,0.825,0.1667,1.5679,1.0861,1.2517,0.825,0.2259,0.7619,12.49,1.5195,207.8996,1.23,4.83,92.21000000000001,10,1116,17.7271,0.08,0.21000000000000002,4.95,1,111,540,18.5,49,a,0,38,38
505187,Casadei,Chelsea,MID,0,0,0,0,1.2,71,0.0,0.0675,4.9275,0.0,0,0.0,0.0,0.0,0.0,1.5679,1.0861,1.2517,0.825,0.0,0.0009,0.0657,0.0,0.6619,0.0,0.08,3.48,0,38,49.6425,0.0,0.0,0.0,0,0,0,0.0,44,u,0,0,0
180736,Chalobah,Chelsea,DEF,1969,23,2,0,629.6,2918,0.0818,0.0216,1.1192,0.5216,344,0.0131,0.0105,0.8608,0.7849,1.5679,1.0861,1.2517,0.825,0.5719,0.1509,7.8297,3.6487,119.3079,2.18,0.8,42.41,15,600,17.0548,0.05,0.04,3.29,3,64,344,16.7442,44,a,2,23,25
478912,Chukwuemeka,Chelsea,MID,0,0,0,0,1.3,222,0.0346,0.0692,1.8969,0.0,0,0.0,0.0,0.0,0.0,1.5679,1.0861,1.2517,0.825,0.0005,0.001,0.0274,0.0,0.2981,0.12,0.29,4.6,0,53,20.6377,0.0,0.0,0.0,0,0,0,0.0,47,u,0,0,0
460028,Colwill,Chelsea,DEF,3150,35,0,0,967.6,4944,0.1033,0.0213,1.0665,0.3572,540,0.145,0.005,0.825,0.5,1.5679,1.0861,1.2517,0.825,1.1102,0.2288,11.4664,3.8398,175.7034,3.21,1.84,71.95,10,816,16.3428,0.8699999999999999,0.03,4.95,3,119,540,19.8333,44,a,0,35,35
179268,Cucurella,Chelsea,DEF,2988,33,3,0,989.2,4771,0.0994,0.0561,1.0782,0.7011,540,0.105,0.035,0.825,0.8333,1.5679,1.0861,1.2517,0.825,1.0924,0.6165,11.8501,7.7058,214.9437,3.95,3.4,71.12,17,851,19.5561,0.63,0.21000000000000002,4.95,5,135,540,22.5,54,a,3,33,36
520295,D.D.Fofana,Chelsea,FWD,0,0,0,0,10.4,876,0.4457,0.0346,1.691,0.6811,0,0.0,0.0,0.0,0.0,1.5679,1.0861,1.2517,0.825,0.0515,0.004,0.1954,0.0787,1.3737,4.58,0.3,16.91,8,133,11.8878,0.0,0.0,0.0,0,0,0,0.0,54,u,0,0,0
617054,Deivid,Chelsea,FWD,0,0,0,0,0.1,11,0.99,0.0,4.05,0.0,0,0.0,0.0,0.0,0.0,1.5679,1.0861,1.2517,0.825,0.0011,0.0,0.0045,0.0,0.041,0.47,0.0,1.68,0,5,36.9,0.0,0.0,0.0,0,0,0,0.0,49,u,0,0,0
215413,Dewsbury-Hall,Chelsea,MID,257,2,11,0,82.3,257,0.0601,0.0596,1.6212,0.2734,5,0.0,0.0,10.98,0.0,1.5679,1.0861,1.2517,0.825,0.055,0.0545,1.4825,0.25,25.0888,0.22,0.22,3.88,1,71,27.4361,0.0,0.0,0.61,0,7,5,126.0,55,a,11,2,13
448047,Enzo,Chelsea,MID,2943,32,4,0,1002.6,5151,0.1942,0.155,1.0621,0.36,537,0.1257,0.1056,0.8296,0.3352,1.5679,1.0861,1.2517,0.825,2.1635,1.7269,11.8322,4.0109,226.602,11.95,9.89,78.19,15,1060,20.3413,0.7500000000000001,0.63,4.95,2,124,537,20.7821,47,a,4,32,36
232787,Gallagher,Chelsea,MID,0,0,0,0,27.9,3129,0.1452,0.0832,1.6016,0.2748,0,0.0,0.0,0.0,0.0,1.5679,1.0861,1.2517,0.825,0.045,0.0258,0.4965,0.0852,5.7489,4.01,3.53,52.43,10,618,18.5448,0.0,0.0,0.0,0,0,0,0.0,59,u,0,0,0
514280,Gilchrist,Chelsea,DEF,0,0,0,0,3.6,200,0.14,0.0175,2.1575,0.0,0,0.0,0.0,0.0,0.0,1.5679,1.0861,1.2517,0.825,0.0056,0.0007,0.0863,0.0,1.0657,0.32,0.05,5.46,0,67,26.6425,0.0,0.0,0.0,0,0,0,0.0,40,u,0,0,0
482609,Gusto,Chelsea,DEF,1853,19,13,0,433.7,3599,0.0477,0.1178,1.2602,0.2299,83,0.0217,0.1301,0.9976,0.0,1.5679,1.0861,1.2517,0.825,0.2301,0.5679,6.0726,1.108,95.0326,2.45,5.3,53.55,12,694,19.7209,0.02,0.12,0.9199999999999999,0,28,83,30.3614,49,a,13,19,32
225796,James,Chelsea,DEF,1057,12,7,0,465.7,1473,0.0484,0.1051,1.0167,0.5417,295,0.061,0.0946,0.6193,0.3051,1.5679,1.0861,1.2517,0.825,0.2503,0.544,5.261,2.8028,112.8051,0.75,2.5100000000000002,27.41,5,329,21.8004,0.2,0.31,2.0300000000000002,1,71,295,21.661,48,a,7,12,19
549068,Kellyman,Chelsea,MID,0,0,0,0,0.8,35,0.0675,0.0,2.1038,0.0,0,0.0,0.0,0.0,0.0,1.5679,1.0861,1.2517,0.825,0.0006,0.0,0.0187,0.0,0.1218,0.04,0.0,1.03,0,6,13.7025,0.0,0.0,0.0,0,0,0,0.0,43,i,0,0,0
514356,Lavia,Chelsea,MID,792,11,5,0,263.4,824,0.031,0.0275,1.3665,0.0,254,0.0248,0.0248,1.1941,0.0,1.5679,1.0861,1.2517,0.825,0.0906,0.0804,3.9994,0.0,41.0058,0.25,0.39,14.66,0,127,14.0111,0.07,0.07,3.37,0,41,254,14.5276,45,a,5,11,16
66749,Lukaku,Chelsea,FWD,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.5679,1.0861,1.2517,0.825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,63,u,0,0,0
204727,M.Sarr,Chelsea,DEF,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.5679,1.0861,1.2517,0.825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,45,u,0,0,0
248857,Madueke,Chelsea,MID,2028,27,5,0,646.2,3072,0.3792,0.1197,1.0798,0.2133,432,0.3583,0.0979,0.8167,0.0,1.5679,1.0861,1.2517,0.825,2.7227,0.8595,7.7528,1.5316,106.8249,12.13,4.99,47.92,19,678,14.8781,1.72,0.47,3.92,0,51,432,10.625,60,a,5,27,32
499309,Marc Guiu,Chelsea,FWD,71,0,3,0,14.2,71,0.0,0.0374,2.34,0.0,0,0.0,0.0,0.0,0.0,1.5679,1.0861,1.2517,0.825,0.0,0.0059,0.3692,0.0,2.4955,0.0,0.02,1.46,0,11,15.8165,0.0,0.0,0.0,0,0,0,0.0,47,a,3,0,3
465920,Mudryk,Chelsea,MID,145,1,6,0,25.4,1709,0.2378,0.2668,1.6253,0.0797,0,0.0,0.0,0.0,0.0,1.5679,1.0861,1.2517,0.825,0.0671,0.0753,0.4587,0.0225,4.4004,5.01,3.81,28.330000000000002,5,317,15.592,0.0,0.0,0.0,0,0,0,0.0,61,s,6,1,7
517052,N.Jackson,Chelsea,FWD,2220,28,2,0,561.0,5021,0.3176,0.0797,1.0422,0.4637,273,0.0857,0.0692,0.7978,0.6593,1.5679,1.0861,1.2517,0.825,1.9795,0.4966,6.4962,2.8906,55.6634,29.82,4.8999999999999995,75.92999999999999,29,896,8.93,0.26,0.21,2.42,2,25,273,8.2418,77,s,2,28,30
213198,Nkunku,Chelsea,MID,904,9,18,0,250.0,1341,0.3101,0.1026,1.3525,0.3134,0,0.0,0.0,0.0,0.0,1.5679,1.0861,1.2517,0.825,0.8613,0.2849,3.757,0.8706,41.1467,7.58,1.3800000000000001,24.99,9,286,14.8128,0.0,0.0,0.0,0,0,0,0.0,57,a,18,9,27
244851,Palmer,Chelsea,MID,3193,36,1,0,982.7,5810,0.3837,0.2618,1.0863,0.6706,540,0.25,0.2383,0.825,0.5,1.5679,1.0861,1.2517,0.825,4.1892,2.8581,11.861,7.3222,235.2479,34.14,17.7,89.36,67,1796,21.545,1.5000000000000002,1.43,4.95,3,114,540,19.0,105,a,1,36,37
457569,Petrović,Chelsea,GK,0,0,0,0,26.4,1986,0.0,0.0,1.604,0.1998,0,0.0,0.0,0.0,0.0,1.5679,1.0861,1.2517,0.825,0.0,0.0,0.4705,0.0586,5.4917,0.0,0.0,34.93,5,414,18.7217,0.0,0.0,0.0,0,0,0,0.0,44,u,0,0,0
551230,Renato Veiga,Chelsea,MID,176,1,6,0,11.0,176,0.09,0.0892,1.9841,0.0,0,0.0,0.0,0.0,0.0,1.5679,1.0861,1.2517,0.825,0.011,0.0109,0.2425,0.0,1.3927,0.16,0.15000000000000002,3.17,0,22,11.3948,0.0,0.0,0.0,0,0,0,0.0,44,u,6,1,7
215059,Sánchez,Chelsea,GK,2880,32,0,0,896.2,4313,0.0,0.0006,1.0098,0.2881,540,0.0,0.0,0.825,0.3333,1.5679,1.0861,1.2517,0.825,0.0,0.0062,10.0555,2.8687,158.2257,0.0,0.02,62.27,18,787,15.8897,0.0,0.0,4.95,2,100,540,16.6667,45,a,0,32,32
109646,Tosin,Chelsea,DEF,1403,15,7,0,504.6,3019,0.0465,0.0155,1.0878,0.6686,181,0.0149,0.005,0.8304,1.4917,1.5679,1.0861,1.2517,0.825,0.2605,0.0871,6.0991,3.7486,130.0759,1.71,0.55,47.81,9,632,23.2002,0.03,0.01,1.67,3,65,181,32.3204,42,a,7,15,22
444463,W.Fofana,Chelsea,DEF,1172,14,0,0,141.1,1172,0.0339,0.0149,0.8619,0.067,0,0.0,0.0,0.0,0.0,1.5679,1.0861,1.2517,0.825,0.0531,0.0234,1.3513,0.1051,22.356,0.43999999999999995,0.18,14.76,2,162,14.2597,0.0,0.0,0.0,0,0,0,0.0,43,i,0,14,14
209243,Sancho,Chelsea,MID,1754,19,12,0,517.7,1830,0.1138,0.1225,1.0368,0.0711,151,0.143,0.0834,0.7331,0.0,1.5679,1.0861,1.2517,0.825,0.6547,0.7048,5.9637,0.409,97.2958,2.13,3.17,25.52,3,378,16.9145,0.24,0.13999999999999999,1.23,0,24,151,14.3046,62,a,12,19,31
247632,Neto,Chelsea,MID,2262,24,11,0,850.2,3778,0.1702,0.167,0.9474,0.3424,527,0.1742,0.1161,0.7412,0.5123,1.5679,1.0861,1.2517,0.825,1.6082,1.5772,8.9502,3.2344,167.689,6.65,8.16,57.07,17,744,17.7511,1.02,0.68,4.34,3,109,527,18.6148,61,a,11,24,35
488464,Wiley,Chelsea,DEF,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.5679,1.0861,1.2517,0.825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,40,u,0,0,0
508479,Jørgensen,Chelsea,GK,540,6,0,0,151.1,540,0.0,0.0,1.4439,0.0,0,0.0,0.0,0.0,0.0,1.5679,1.0861,1.2517,0.825,0.0,0.0,2.4241,0.0,18.2196,0.0,0.0,8.83,0,59,10.8522,0.0,0.0,0.0,0,0,0,0.0,42,a,0,6,6
428399,João Félix,Chelsea,MID,362,3,9,0,40.4,362,0.6191,0.1375,1.743,0.0,0,0.0,0.0,0.0,0.0,1.5679,1.0861,1.2517,0.825,0.2779,0.0617,0.7824,0.0,10.3714,2.3,0.45,5.96,0,90,23.1046,0.0,0.0,0.0,0,0,0,0.0,59,u,9,3,12
547692,Rak-Sakyi,Chelsea,MID,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.5679,1.0861,1.2517,0.825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,45,a,0,0,0
550615,George,Chelsea,MID,177,1,7,0,113.5,177,0.0728,0.0864,0.5254,0.0,93,0.0677,0.0,0.3484,0.0,1.5679,1.0861,1.2517,0.825,0.0918,0.109,0.6626,0.0,30.7977,0.2,0.26,1.41,0,55,24.4211,0.07,0.0,0.36,0,30,93,29.0323,45,a,7,1,8
577016,Acheampong,Chelsea,DEF,168,2,2,0,38.2,173,0.1093,0.0049,1.1076,0.0,0,0.0,0.0,0.0,0.0,1.5679,1.0861,1.2517,0.825,0.0464,0.0021,0.4701,0.0,2.2888,0.22,0.01,2.66,0,12,5.3925,0.0,0.0,0.0,0,0,0,0.0,40,a,2,2,4
100048548,Maresca,Chelsea,UNK,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.5679,1.0861,1.2517,0.825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,15,a,0,0,0
609640,Amougou,Chelsea,MID,7,0,1,0,2.7,7,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.5679,1.0861,1.2517,0.825,0.0,0.0,0.0,0.0,0.7711,0.0,0.0,0.0,0,2,25.7033,0.0,0.0,0.0,0,0,0,0.0,45,a,1,0,1
622758,Anselmino,Chelsea,DEF,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.5679,1.0861,1.2517,0.825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,40,a,0,0,0
567119,Mheuka,Chelsea,FWD,1,0,1,0,0.4,1,5.1975,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.5679,1.0861,1.2517,0.825,0.0231,0.0,0.0,0.0,1.9278,0.06,0.0,0.0,0,5,433.755,0.0,0.0,0.0,0,0,0,0.0,45,a,1,0,1
536238,Samuels-Smith,Chelsea,DEF,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.5679,1.0861,1.2517,0.825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,40,a,0,0,0
591382,Genesis Antwi,Chelsea,DEF,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.5679,1.0861,1.2517,0.825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,40,a,0,0,0
205533,Nketiah,Crystal Palace,FWD,1018,9,20,0,331.8,2083,0.7566,0.053,1.2979,0.8533,246,0.7683,0.0073,1.4305,1.0976,2.0322,1.336,2.302,1.26,2.7892,0.1953,4.785,3.1457,78.0737,10.59,1.36,24.5,9,392,21.1773,2.1,0.02,3.91,3,61,246,22.3171,59,a,20,9,29
172850,Chilwell,Crystal Palace,DEF,254,1,7,0,175.3,1006,0.0987,0.3147,1.0949,0.0011,119,0.1286,0.4538,1.2706,0.0,2.0322,1.336,2.302,1.26,0.1922,0.6129,2.1326,0.0021,39.3405,1.3599999999999999,2.5,15.34,2,177,20.1976,0.17,0.6,1.68,0,33,119,24.958,46,d,7,1,8
466117,Ahamada,Crystal Palace,MID,0,0,0,0,3.6,332,0.12,0.0375,1.885,0.0,0,0.0,0.0,0.0,0.0,2.0322,1.336,2.302,1.26,0.0048,0.0015,0.0754,0.0,0.3228,0.4,0.12,8.93,0,52,8.07,0.0,0.0,0.0,0,0,0,0.0,45,u,0,0,0
438464,C.Doucouré,Crystal Palace,MID,443,4,9,0,63.9,1363,0.0748,0.028,1.3894,0.0,0,0.0,0.0,0.0,0.0,2.0322,1.336,2.302,1.26,0.0531,0.0199,0.9865,0.0,9.9592,0.68,0.87,21.29,0,212,14.027,0.0,0.0,0.0,0,0,0,0.0,48,i,9,4,13
427623,C.Richards,Crystal Palace,DEF,1921,22,2,0,770.1,4012,0.0772,0.0411,1.3819,0.0978,405,0.0244,0.1111,1.2156,0.0,2.0322,1.336,2.302,1.26,0.661,0.352,11.8246,0.8368,92.6334,1.93,0.77,62.94,6,619,10.8259,0.11000000000000001,0.5,5.47,0,35,405,7.7778,44,a,2,22,24
515621,Chadi Riad,Crystal Palace,DEF,90,1,0,0,4.0,90,0.0,0.0202,1.3815,0.0,0,0.0,0.0,0.0,0.0,2.0322,1.336,2.302,1.26,0.0,0.0009,0.0614,0.0,0.1326,0.0,0.02,1.39,0,3,2.9835,0.0,0.0,0.0,0,0,0,0.0,43,i,0,1,1
57328,Clyne,Crystal Palace,DEF,477,5,8,0,97.1,1812,0.01,0.0713,1.4788,0.0,0,0.0,0.0,0.0,0.0,2.0322,1.336,2.302,1.26,0.0108,0.0769,1.5955,0.0,9.8157,0.22999999999999998,0.45,31.76,0,307,9.098,0.0,0.0,0.0,0,0,0,0.0,43,d,8,5,13
450535,Ebiowei,Crystal Palace,MID,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.0322,1.336,2.302,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,45,u,0,0,0
232413,Eze,Crystal Palace,MID,2588,31,3,0,793.7,4642,0.4779,0.1992,1.2025,0.8568,357,0.663,0.3303,0.9403,2.0168,2.0322,1.336,2.302,1.26,4.2142,1.7567,10.6049,7.5559,231.8199,19.51,10.33,67.42,26,1095,26.2867,2.63,1.31,3.73,8,157,357,39.5798,70,a,3,31,34
209036,Guéhi,Crystal Palace,DEF,3059,34,0,0,815.9,5079,0.0457,0.1007,1.0108,0.2904,360,0.065,0.1775,0.8325,0.25,2.0322,1.336,2.302,1.26,0.4142,0.913,9.1637,2.6328,134.021,2.45,3.01,73.06,17,889,14.7835,0.26,0.7100000000000001,3.33,1,72,360,18.0,47,i,0,34,34
172649,Henderson,Crystal Palace,GK,3420,38,0,0,1072.4,5040,0.0001,0.0004,1.304,0.2092,540,0.0,0.0,1.17,0.3333,2.0322,1.336,2.302,1.26,0.0006,0.0047,15.5382,2.4925,143.6396,0.01,0.03,76.8,10,759,12.0548,0.0,0.0,7.02,2,82,540,13.6667,46,a,0,38,38
156074,Holding,Crystal Palace,DEF,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.0322,1.336,2.302,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,42,u,0,0,0
108413,Hughes,Crystal Palace,MID,2100,24,9,0,655.2,3986,0.039,0.1093,1.3205,0.0613,355,0.033,0.0786,1.1358,0.0,2.0322,1.336,2.302,1.26,0.2838,0.7954,9.6136,0.4461,77.6995,1.4000000000000001,4.34,62.47,5,530,10.673,0.13,0.31000000000000005,4.4799999999999995,0,40,355,10.1408,49,a,9,24,33
209400,Kamada,Crystal Palace,MID,1545,15,19,0,532.4,1545,0.0542,0.0874,1.495,0.0,329,0.052,0.0574,1.2611,0.0,2.0322,1.336,2.302,1.26,0.3207,0.5169,8.8435,0.0,97.0842,1.12,1.55,25.740000000000002,0,246,16.4117,0.19,0.21000000000000002,4.609999999999999,0,66,329,18.0547,51,a,19,15,34
152551,Lerma,Crystal Palace,MID,2270,26,7,0,808.1,4669,0.0329,0.055,1.4344,0.1135,378,0.0167,0.0548,1.3738,0.0,2.0322,1.336,2.302,1.26,0.295,0.4936,12.8796,1.0193,119.4479,3.68,3.5300000000000002,71.71,6,664,13.3032,0.07,0.23000000000000004,5.77,0,49,378,11.6667,48,a,7,26,33
231747,Mateta,Crystal Palace,FWD,2642,33,4,0,731.6,4916,0.5228,0.0715,1.21,0.9562,288,0.5,0.0406,0.975,0.9375,2.0322,1.336,2.302,1.26,4.2494,0.581,9.8361,7.7725,165.8269,24.61,3.58,78.4,49,1139,20.3997,1.6,0.13,3.12,3,52,288,16.25,75,a,4,33,37
536694,M.França,Crystal Palace,MID,52,0,4,0,40.3,276,0.4953,0.2631,0.8259,0.0,28,0.5143,0.0643,1.0607,0.0,2.0322,1.336,2.302,1.26,0.2218,0.1178,0.3698,0.0,20.8925,0.61,0.6400000000000001,3.89,0,81,46.6582,0.16,0.02,0.33,0,7,28,22.5,44,a,4,0,4
169593,Matthews,Crystal Palace,GK,0,0,0,0,0.0,3,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.0322,1.336,2.302,1.26,0.0,0.0,0.0003,0.0,0.0117,0.0,0.0,0.07,0,3,0.0,0.0,0.0,0.0,0,0,0,0.0,39,a,0,0,0
