player_code,web_name,team,position,season_minutes,season_starts,fbref_subs,fbref_unused_subs,long_form_minutes,long_form_expected_goals_90,long_form_expected_assists_90,long_form_expected_goals_conceded_90,long_form_bonus_90,short_form_minutes,short_form_expected_goals_90,short_form_expected_assists_90,short_form_expected_goals_conceded_90,short_form_bonus_90,team_long_form_xg90,team_long_form_xgc90,team_short_form_xg90,team_short_form_xgc90,long_form_expected_goals,long_form_expected_assists,long_form_expected_goals_conceded,long_form_bonus,long_form_bps,long_form_bps_90,short_form_expected_goals,short_form_expected_assists,short_form_expected_goals_conceded,short_form_bonus,short_form_bps,short_form_bps_90,fbref_squads_made
128309,Lowe,Bournemouth,MID,0,0,0,0,11.0,0.0,0.0739,5.0645,0.0,0.0,0.0,0.0,0.0,0.0,0.8701,1.3497,0.9433,2.34,0.0,0.00903,0.619,0.0,6.0,49.0909,0.0,0.0,0.0,0.0,0.0,0.0,0
133845,Marcondes,Bournemouth,MID,0,0,0,0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8701,1.3497,0.9433,2.34,0.0,0.0,0.0,0.0,3.0,33.75,0.0,0.0,0.0,0.0,0.0,0.0,0
223911,Mepham,Bournemouth,DEF,613,6,0,0,2320.0,0.0295,0.0046,0.8223,0.2328,90.0,0.09,0.02,0.88,0.0,0.8701,1.3497,0.9433,2.34,0.76,0.11984,21.1977,6.0,386.0,14.9741,0.09,0.02,0.88,0.0,11.0,11.0,6
128340,Moore,Bournemouth,FWD,100,0,0,0,1352.0,0.2296,0.0341,0.8367,0.1997,29.0,0.6207,0.7759,3.1966,0.0,0.8701,1.3497,0.9433,2.34,3.4497,0.51189,12.5687,3.0,171.0,11.3831,0.2,0.25,1.03,0.0,6.0,18.6207,0
69752,Neto,Bournemouth,GK,2880,32,0,0,3195.0,0.0,0.0009,1.5434,0.3944,450.0,0.0,0.0,2.364,0.4,0.8701,1.3497,0.9433,2.34,0.0,0.03269,54.7902,14.0,687.0,19.3521,0.0,0.0,11.82,2.0,99.0,19.8,32
533463,O.Dango,Bournemouth,MID,1214,12,0,0,1451.0,0.2555,0.1191,1.8869,0.2481,212.0,0.2547,0.1019,1.9358,0.0,0.8701,1.3497,0.9433,2.34,4.1189,1.92052,30.4211,4.0,186.0,11.5369,0.6,0.24,4.56,0.0,23.0,9.7642,12
156687,Pearson,Bournemouth,MID,0,0,0,0,282.0,0.0054,0.0083,0.8179,0.0,0.0,0.0,0.0,0.0,0.0,0.8701,1.3497,0.9433,2.34,0.0169,0.025959999999999997,2.5627,0.0,32.0,10.2128,0.0,0.0,0.0,0.0,0.0,0.0,0
32259,Randolph,Bournemouth,GK,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8701,1.3497,0.9433,2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
156685,Rothwell,Bournemouth,MID,380,3,0,0,1321.0,0.0152,0.1072,1.8147,0.0,101.0,0.0267,0.0267,3.9475,0.0,0.8701,1.3497,0.9433,2.34,0.2228,1.57312,26.6363,0.0,206.0,14.0348,0.03,0.030000000000000002,4.430000000000001,0.0,14.0,12.4752,3
437730,Semenyo,Bournemouth,FWD,2099,25,0,0,572.0,0.1888,0.0834,2.4671,0.7867,101.0,0.205,0.3386,1.3901,2.6733,0.8701,1.3497,0.9433,2.34,1.2,0.53,15.68,5.0,129.0,20.2972,0.23,0.38,1.56,3.0,37.0,32.9703,25
221466,Senesi,Bournemouth,DEF,2239,26,0,0,2929.0,0.0467,0.0166,1.3898,0.1536,208.0,0.0,0.0303,3.1673,0.0,0.8701,1.3497,0.9433,2.34,1.52,0.53913,45.2313,5.0,534.0,16.4083,0.0,0.07,7.32,0.0,26.0,11.25,26
54469,Smith,Bournemouth,DEF,2148,25,0,0,3037.0,0.0027,0.029,1.0523,0.1482,97.0,0.0,0.1485,3.4515,0.0,0.8701,1.3497,0.9433,2.34,0.09,0.9798,35.5092,5.0,418.0,12.3872,0.0,0.16,3.72,0.0,18.0,16.701,25
154566,Solanke,Bournemouth,FWD,3325,37,0,0,3759.0,0.2573,0.05,1.3488,0.407,534.0,0.3185,0.0657,2.0528,0.1685,0.8701,1.3497,0.9433,2.34,10.7449,2.08869,56.3364,17.0,446.0,10.6784,1.89,0.39,12.18,1.0,49.0,8.2584,37
201658,Tavernier,Bournemouth,MID,2118,25,0,0,2196.0,0.1054,0.0484,0.825,0.4918,437.0,0.1174,0.0989,1.9195,0.0,0.8701,1.3497,0.9433,2.34,2.572,1.18211,20.1312,12.0,375.0,15.3689,0.5700000000000001,0.48,9.32,0.0,44.0,9.0618,25
424044,Hamed Traorè,Bournemouth,MID,44,0,0,0,469.0,0.2322,0.2226,2.0687,0.0,8.0,0.225,0.0,1.35,0.0,0.8701,1.3497,0.9433,2.34,1.21,1.16,10.78,0.0,70.0,13.4328,0.02,0.0,0.12,0.0,3.0,33.75,0
229600,Travers,Bournemouth,GK,360,4,0,0,1035.0,0.0,0.0003,0.6319,0.087,0.0,0.0,0.0,0.0,0.0,0.8701,1.3497,0.9433,2.34,0.0,0.00402,7.2664,1.0,193.0,16.7826,0.0,0.0,0.0,0.0,0.0,0.0,4
477580,Zabarnyi,Bournemouth,DEF,3330,37,0,0,1197.0,0.0211,0.0053,2.0541,0.0,540.0,0.0467,0.005,2.1167,0.0,0.8701,1.3497,0.9433,2.34,0.28,0.07,27.32,0.0,199.0,14.9624,0.28,0.03,12.700000000000001,0.0,88.0,14.6667,37
544877,Kerkez,Bournemouth,DEF,1966,22,0,0,763.0,0.0118,0.0448,2.3367,0.0,403.0,0.0223,0.0491,2.3025,0.0,0.8701,1.3497,0.9433,2.34,0.1,0.38,19.810000000000002,0.0,78.0,9.2005,0.1,0.22,10.31,0.0,35.0,7.8164,22
215531,Radu,Bournemouth,GK,180,2,0,0,90.0,0.0,0.0,0.88,0.0,90.0,0.0,0.0,0.88,0.0,0.8701,1.3497,0.9433,2.34,0.0,0.0,0.88,0.0,14.0,14.0,0.0,0.0,0.88,0.0,14.0,14.0,2
474772,Greenwood,Bournemouth,DEF,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8701,1.3497,0.9433,2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
232980,Aarons,Bournemouth,DEF,1233,13,0,0,792.0,0.0023,0.0432,2.1443,0.0,448.0,0.0,0.0422,1.9205,0.0,0.8701,1.3497,0.9433,2.34,0.02,0.38,18.87,0.0,113.0,12.8409,0.0,0.21,9.56,0.0,59.0,11.8527,13
503139,Scott,Bournemouth,MID,1003,11,0,0,146.0,0.0185,0.0493,0.9986,0.0,146.0,0.0185,0.0493,0.9986,0.0,0.8701,1.3497,0.9433,2.34,0.03,0.08,1.62,0.0,17.0,10.4795,0.03,0.08,1.62,0.0,17.0,10.4795,11
200785,Adams,Bournemouth,MID,118,1,0,0,2156.0,0.0029,0.0155,0.6461,0.0417,0.0,0.0,0.0,0.0,0.0,0.8701,1.3497,0.9433,2.34,0.07,0.37198,15.4771,1.0,290.0,12.1058,0.0,0.0,0.0,0.0,0.0,0.0,1
224995,Sinisterra,Bournemouth,MID,685,7,0,0,944.0,0.2231,0.0702,1.2289,0.572,81.0,0.0,0.3444,3.2667,0.0,0.8701,1.3497,0.9433,2.34,2.34,0.73636,12.8899,6.0,185.0,17.6377,0.0,0.31,2.94,0.0,12.0,13.3333,7
441240,Faivre,Bournemouth,MID,37,0,0,0,,,,,,,,,,,0.8701,1.3497,0.9433,2.34,,,,,,,,,,,,,0
496683,Kinsey,Bournemouth,DEF,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.8701,1.3497,0.9433,2.34,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0
168636,Enes Ünal,Bournemouth,FWD,317,2,0,0,,,,,,,,,,,0.8701,1.3497,0.9433,2.34,,,,,,,,,,,,,2
550596,Sadi,Bournemouth,MID,1,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.8701,1.3497,0.9433,2.34,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0
596572,Dacosta Gonzalez,Bournemouth,MID,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.8701,1.3497,0.9433,2.34,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0
568791,McKenna,Bournemouth,GK,0,0,0,0,,,,,,,,,,,0.8701,1.3497,0.9433,2.34,,,,,,,,,,,,,0
191866,Ajer,Brentford,DEF,1826,21,0,0,1228.0,0.0484,0.1387,0.7002,0.0733,372.0,0.0726,0.2806,1.3935,0.2419,1.2734,0.9154,1.5983,1.39,0.6599999999999999,1.89203,9.553899999999999,1.0,235.0,17.2231,0.3,1.1600000000000001,5.76,1.0,81.0,19.5968,21
235448,Balcombe,Brentford,GK,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2734,0.9154,1.5983,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
432160,Baptiste,Brentford,MID,222,2,0,0,618.0,0.0175,0.0131,0.415,0.0,0.0,0.0,0.0,0.0,0.0,1.2734,0.9154,1.5983,1.39,0.12,0.09,2.85,0.0,126.0,18.3495,0.0,0.0,0.0,0.0,0.0,0.0,2
228044,Bech,Brentford,DEF,0,0,0,0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2734,0.9154,1.5983,1.39,0.0,0.0,0.0,0.0,12.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0
481405,Bidstrup,Brentford,MID,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2734,0.9154,1.5983,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
174932,Canós,Brentford,MID,0,0,0,0,73.0,0.0,0.0,0.1589,0.0,0.0,0.0,0.0,0.0,0.0,1.2734,0.9154,1.5983,1.39,0.0,0.0,0.1289,0.0,14.0,17.2603,0.0,0.0,0.0,0.0,0.0,0.0,0
432830,Collins,Brentford,DEF,2649,29,0,0,2630.0,0.0182,0.0189,1.0098,0.2053,540.0,0.0283,0.0083,1.39,0.0,1.2734,0.9154,1.5983,1.39,0.533,0.55335,29.5074,6.0,498.0,17.0418,0.17,0.05,8.34,0.0,98.0,16.3333,29
503300,Cox,Brentford,GK,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2734,0.9154,1.5983,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
440089,Damsgaard,Brentford,MID,829,7,0,0,1022.0,0.1723,0.0776,1.1431,0.0,0.0,0.0,0.0,0.0,0.0,1.2734,0.9154,1.5983,1.39,1.9565000000000001,0.88086,12.9802,0.0,135.0,11.8885,0.0,0.0,0.0,0.0,0.0,0.0,7
183656,Dasilva,Brentford,MID,22,0,0,0,1380.0,0.0736,0.0697,0.53,0.1957,0.0,0.0,0.0,0.0,0.0,1.2734,0.9154,1.5983,1.39,1.1285,1.0685,8.1268,3.0,277.0,18.0652,0.0,0.0,0.0,0.0,0.0,0.0,0
434662,Dervişoğlu,Brentford,FWD,0,0,0,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2734,0.9154,1.5983,1.39,0.0,0.0,0.0,0.0,11.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0
118342,Flekken,Brentford,GK,3285,37,0,0,810.0,0.0,0.0067,1.2722,0.1111,450.0,0.0,0.012,1.382,0.0,1.2734,0.9154,1.5983,1.39,0.0,0.06,11.45,1.0,169.0,18.7778,0.0,0.06,6.91,0.0,85.0,17.0,37
213687,Goode,Brentford,DEF,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2734,0.9154,1.5983,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
194010,Henry,Brentford,DEF,401,5,0,0,3641.0,0.0326,0.0738,0.8564,0.0989,41.0,0.0,0.022,1.2732,0.0,1.2734,0.9154,1.5983,1.39,1.32,2.98715,34.6452,4.0,579.0,14.312,0.0,0.01,0.58,0.0,7.0,15.3659,5
472713,Hickey,Brentford,DEF,713,9,0,0,2631.0,0.0174,0.0202,0.9746,0.0684,394.0,0.0297,0.0023,1.3706,0.0,1.2734,0.9154,1.5983,1.39,0.51,0.59,28.490000000000002,2.0,397.0,13.5804,0.13,0.01,6.0,0.0,33.0,7.5381,9
204580,Janelt,Brentford,MID,3054,37,0,0,2995.0,0.0595,0.0497,0.7538,0.1503,454.0,0.0615,0.0892,1.0566,0.0,1.2734,0.9154,1.5983,1.39,1.9786,1.65423,25.0841,5.0,455.0,13.6728,0.31,0.45,5.33,0.0,68.0,13.4802,37
207283,Jensen,Brentford,MID,2201,27,0,0,3562.0,0.0584,0.1263,0.8868,0.4801,468.0,0.0635,0.1538,1.2288,0.9615,1.2734,0.9154,1.5983,1.39,2.3118,5.00058,35.0959,19.0,679.0,17.1561,0.32999999999999996,0.8,6.39,5.0,106.0,20.3846,27
249231,Lewis-Potter,Brentford,MID,1428,15,0,0,531.0,0.1661,0.0509,0.6166,0.0,170.0,0.1482,0.1271,1.0906,0.0,1.2734,0.9154,1.5983,1.39,0.98,0.30007,3.6381,0.0,50.0,8.4746,0.28,0.24000000000000002,2.06,0.0,14.0,7.4118,15
446008,Mbeumo,Brentford,MID,1957,22,0,0,3805.0,0.2887,0.1639,0.9138,0.6623,540.0,0.365,0.3533,1.39,0.8333,1.2734,0.9154,1.5983,1.39,12.2037,6.92866,38.6332,28.0,753.0,17.8108,2.19,2.1199999999999997,8.34,5.0,108.0,18.0,22
51927,Mee,Brentford,DEF,1272,15,0,0,3420.0,0.0513,0.0144,0.8923,0.2895,71.0,0.0,0.0,1.8127,0.0,1.2734,0.9154,1.5983,1.39,1.9479,0.5463100000000001,33.9079,11.0,671.0,17.6579,0.0,0.0,1.43,0.0,12.0,15.2113,15
128295,Nørgaard,Brentford,MID,2504,30,0,0,2613.0,0.0983,0.0735,1.1388,0.2755,521.0,0.247,0.0518,1.4407,0.3455,1.2734,0.9154,1.5983,1.39,2.8537,2.13507,33.0623,8.0,461.0,15.8783,1.43,0.3,8.34,2.0,91.0,15.7198,30
428580,Onyeka,Brentford,MID,1147,11,0,0,1070.0,0.1065,0.0955,1.1184,0.0,196.0,0.0735,0.1332,1.9194,0.0,1.2734,0.9154,1.5983,1.39,1.2656,1.13536,13.2963,0.0,138.0,11.6075,0.16,0.29000000000000004,4.18,0.0,13.0,5.9694,11
231065,Pinnock,Brentford,DEF,2521,28,0,0,3600.0,0.0885,0.0283,1.0929,0.275,540.0,0.08,0.015,1.39,0.6667,1.2734,0.9154,1.5983,1.39,3.539,1.13166,43.7179,11.0,779.0,19.475,0.48,0.09000000000000001,8.34,4.0,133.0,22.1667,28
226956,Roerslev,Brentford,DEF,1975,22,0,0,1434.0,0.013,0.0553,1.0983,0.0,303.0,0.0,0.095,1.6307,0.0,1.2734,0.9154,1.5983,1.39,0.2064,0.8814799999999999,17.4988,0.0,271.0,17.0084,0.0,0.32,5.49,0.0,62.0,18.4158,22
513418,Schade,Brentford,MID,327,3,0,0,978.0,0.2641,0.094,0.8779,0.184,18.0,0.0,0.0,0.0,0.0,1.2734,0.9154,1.5983,1.39,2.87,1.0211000000000001,9.5402,2.0,116.0,10.6748,0.0,0.0,0.0,0.0,2.0,10.0,3
140200,Strakosha,Brentford,GK,135,1,0,0,90.0,0.0,0.01,1.43,0.0,90.0,0.0,0.01,1.43,0.0,1.2734,0.9154,1.5983,1.39,0.0,0.01,1.43,0.0,20.0,20.0,0.0,0.01,1.43,0.0,20.0,20.0,1
144485,Toney,Brentford,FWD,1449,16,0,0,2953.0,0.3569,0.0794,0.7877,1.0667,0.0,0.0,0.0,0.0,0.0,1.2734,0.9154,1.5983,1.39,11.7113,2.60493,25.846899999999998,35.0,607.0,18.4998,0.0,0.0,0.0,0.0,0.0,0.0,16
591357,Trevitt,Brentford,MID,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2734,0.9154,1.5983,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
216646,Wissa,Brentford,FWD,2488,29,0,0,2420.0,0.2772,0.0429,0.8722,0.4835,504.0,0.3536,0.025,1.1625,0.3571,1.2734,0.9154,1.5983,1.39,7.4541,1.15299,23.4521,13.0,442.0,16.438,1.98,0.14,6.51,2.0,80.0,14.2857,29
508395,Yarmoliuk,Brentford,MID,670,6,0,0,28.0,1.8643,0.0,2.9571,0.0,28.0,1.8643,0.0,2.9571,0.0,1.2734,0.9154,1.5983,1.39,0.58,0.0,0.92,0.0,-1.0,-3.2143,0.58,0.0,0.92,0.0,-1.0,-3.2143,6
48760,Zanka,Brentford,DEF,1086,12,0,0,1103.0,0.0741,0.0137,0.9933,0.3264,0.0,0.0,0.0,0.0,0.0,1.2734,0.9154,1.5983,1.39,0.9085,0.16733,12.174,4.0,199.0,16.2375,0.0,0.0,0.0,0.0,0.0,0.0,12
115382,Maupay,Brentford,FWD,1417,14,0,0,1368.0,0.3798,0.0343,1.121,0.1974,154.0,0.6253,0.2162,1.8935,0.0,1.2734,0.9154,1.5983,1.39,5.7734,0.5219400000000001,17.0389,3.0,112.0,7.3684,1.07,0.37,3.2399999999999998,0.0,31.0,18.1169,14
199249,Reguilón,Brentford,DEF,1524,18,0,0,179.0,0.0,0.1207,1.5687,0.0,179.0,0.0,0.1207,1.5687,0.0,1.2734,0.9154,1.5983,1.39,0.0,0.24,3.12,0.0,30.0,15.0838,0.0,0.24,3.12,0.0,30.0,15.0838,18
501284,Olakigbe,Brentford,MID,51,0,0,0,12.0,0.9,0.075,1.95,0.0,4.0,1.8,0.0,5.85,0.0,1.2734,0.9154,1.5983,1.39,0.12000000000000001,0.01,0.26,0.0,7.0,52.5,0.08,0.0,0.26,0.0,6.0,135.0,0
494041,Brierley,Brentford,MID,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2734,0.9154,1.5983,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
205836,Ghoddos,Brentford,MID,728,7,0,0,181.0,0.075,0.3335,2.3126,0.0,57.0,0.1579,0.6158,3.1421,0.0,1.2734,0.9154,1.5983,1.39,0.1508,0.6708000000000001,4.6508,0.0,81.0,40.2762,0.1,0.39,1.9900000000000002,0.0,28.0,44.2105,7
570241,Kim Ji-Soo,Brentford,DEF,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2734,0.9154,1.5983,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
516432,Adedokun,Brentford,DEF,0,0,0,0,,,,,,,,,,,1.2734,0.9154,1.5983,1.39,,,,,,,,,,,,,0
450539,Peart-Harris,Brentford,MID,11,0,0,0,,,,,,,,,,,1.2734,0.9154,1.5983,1.39,,,,,,,,,,,,,0
563883,Angelini,Brentford,GK,0,0,0,0,,,,,,,,,,,1.2734,0.9154,1.5983,1.39,,,,,,,,,,,,,0
507433,Valdimarsson,Brentford,GK,0,0,0,0,,,,,,,,,,,1.2734,0.9154,1.5983,1.39,,,,,,,,,,,,,0
612534,Fredrick,Brentford,DEF,0,0,0,0,,,,,,,,,,,1.2734,0.9154,1.5983,1.39,,,,,,,,,,,,,0
622536,Arthur,Brentford,DEF,0,0,0,0,,,,,,,,,,,1.2734,0.9154,1.5983,1.39,,,,,,,,,,,,,0
628204,Konak,Brentford,MID,0,0,0,0,,,,,,,,,,,1.2734,0.9154,1.5983,1.39,,,,,,,,,,,,,0
535818,Adingra,Brighton,MID,2220,25,0,0,484.0,0.1636,0.1023,1.549,0.0,449.0,0.1062,0.1022,1.2648,0.0,1.6733,1.1075,1.655,1.31,0.88,0.55,8.33,0.0,87.0,16.1777,0.53,0.51,6.3100000000000005,0.0,59.0,11.8263,25
235382,Alzate,Brighton,MID,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6733,1.1075,1.655,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
509416,Ayari,Brighton,MID,0,0,0,0,65.0,0.0277,0.4154,2.0077,0.0,0.0,0.0,0.0,0.0,0.0,1.6733,1.1075,1.655,1.31,0.02,0.3,1.4500000000000002,0.0,14.0,19.3846,0.0,0.0,0.0,0.0,0.0,0.0,0
536916,Buonanotte,Brighton,MID,1356,17,0,0,622.0,0.2055,0.0637,1.8347,0.2894,64.0,0.1687,0.0703,1.0547,0.0,1.6733,1.1075,1.655,1.31,1.42,0.44,12.68,2.0,71.0,10.2733,0.12,0.05,0.75,0.0,-1.0,-1.4062,17
233425,Connolly,Brighton,FWD,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6733,1.1075,1.655,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
168090,Dahoud,Brighton,MID,449,6,0,0,314.0,0.0315,0.1003,0.8627,0.0,219.0,0.0288,0.0863,0.8014,0.0,1.6733,1.1075,1.655,1.31,0.11000000000000001,0.35000000000000003,3.01,0.0,64.0,18.3439,0.07,0.21000000000000002,1.95,0.0,49.0,20.137,6
83299,Dunk,Brighton,DEF,2869,33,0,0,4140.0,0.0525,0.0373,1.0411,0.1739,540.0,0.1917,0.0467,1.31,0.1667,1.6733,1.1075,1.655,1.31,2.4149000000000003,1.71646,47.89,8.0,802.0,17.4348,1.1500000000000001,0.27999999999999997,7.86,1.0,99.0,16.5,33
474120,Enciso,Brighton,MID,468,5,0,0,862.0,0.3944,0.1842,1.7231,0.7309,0.0,0.0,0.0,0.0,0.0,1.6733,1.1075,1.655,1.31,3.7776,1.7644,16.5034,7.0,219.0,22.8654,0.0,0.0,0.0,0.0,0.0,0.0,5
204214,Estupiñan,Brighton,DEF,1242,15,0,0,3169.0,0.0729,0.1133,1.2692,0.568,135.0,0.34,0.2333,1.68,0.6667,1.6733,1.1075,1.655,1.31,2.5653,3.98978,44.6889,20.0,705.0,20.0221,0.51,0.35000000000000003,2.52,1.0,17.0,11.3333,15
487117,Ferguson,Brighton,FWD,1356,15,0,0,1452.0,0.5161,0.0628,1.4632,0.8058,305.0,0.0974,0.1062,1.3721,0.5902,1.6733,1.1075,1.655,1.31,8.3265,1.01309,23.6066,13.0,344.0,21.3223,0.33,0.36,4.6499999999999995,2.0,28.0,8.2623,15
243568,Gilmour,Brighton,MID,2116,24,0,0,979.0,0.0754,0.1764,1.7356,0.3677,236.0,0.0381,0.2174,1.3462,0.7627,1.6733,1.1075,1.655,1.31,0.8200000000000001,1.91883,18.8794,4.0,224.0,20.5924,0.1,0.5700000000000001,3.5300000000000002,2.0,57.0,21.7373,24
60307,Gross,Brighton,MID,3112,34,0,0,3948.0,0.0861,0.1719,1.0617,0.4787,360.0,0.16,0.055,1.2275,1.0,1.6733,1.1075,1.655,1.31,3.7768,7.54062,46.5736,21.0,898.0,20.4711,0.64,0.22,4.91,4.0,72.0,18.0,34
475168,João Pedro,Brighton,FWD,2037,19,0,0,488.0,0.4906,0.2619,1.6654,0.5533,262.0,0.3195,0.4328,1.6111,0.687,1.6733,1.1075,1.655,1.31,2.66,1.4200000000000002,9.03,3.0,95.0,17.5205,0.9299999999999999,1.26,4.6899999999999995,2.0,59.0,20.2672,19
442229,Karbownik,Brighton,DEF,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6733,1.1075,1.655,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
484658,Kozłowski,Brighton,MID,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6733,1.1075,1.655,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
39155,Lallana,Brighton,MID,839,13,0,0,886.0,0.0107,0.0362,0.8015,0.4063,121.0,0.0,0.0967,0.6545,0.0,1.6733,1.1075,1.655,1.31,0.10500000000000001,0.35631999999999997,7.8908,4.0,172.0,17.4718,0.0,0.13,0.88,0.0,20.0,14.876,13
232792,Lamptey,Brighton,DEF,908,10,0,0,576.0,0.0344,0.0927,1.0467,0.0,124.0,0.0145,0.0581,1.0887,0.0,1.6733,1.1075,1.655,1.31,0.22,0.59345,6.699,0.0,136.0,21.25,0.02,0.08,1.5,0.0,45.0,32.6613,10
109345,March,Brighton,MID,555,7,0,0,3274.0,0.1782,0.1502,0.9396,0.6048,241.0,0.1905,0.2129,1.6394,0.7469,1.6733,1.1075,1.655,1.31,6.4816,5.46333,34.1807,22.0,693.0,19.0501,0.51,0.5700000000000001,4.390000000000001,2.0,49.0,18.2988,7
209288,McGill,Brighton,GK,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6733,1.1075,1.655,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
15157,Milner,Brighton,MID,770,11,0,0,1161.0,0.0042,0.0422,0.8668,0.0,58.0,0.0,0.0,0.6362,0.0,1.6733,1.1075,1.655,1.31,0.0543,0.54459,11.1814,0.0,228.0,17.6744,0.0,0.0,0.41,0.0,7.0,10.8621,11
451340,Mitoma,Brighton,MID,1485,15,0,0,3156.0,0.3042,0.158,1.3338,0.4848,495.0,0.3127,0.0909,1.3473,0.5455,1.6733,1.1075,1.655,1.31,10.6665,5.53941,46.7719,17.0,609.0,17.3669,1.72,0.5,7.41,3.0,62.0,11.2727,15
243505,Moder,Brighton,MID,608,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6733,1.1075,1.655,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6
441192,Sarmiento,Brighton,MID,0,0,0,0,168.0,0.1548,0.1409,1.4842,0.0,0.0,0.0,0.0,0.0,0.0,1.6733,1.1075,1.655,1.31,0.28890000000000005,0.26301,2.7704999999999997,0.0,40.0,21.4286,0.0,0.0,0.0,0.0,0.0,0.0,0
240514,Scherpen,Brighton,GK,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6733,1.1075,1.655,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
49262,Steele,Brighton,GK,1530,17,0,0,1890.0,0.0,0.0071,1.4748,0.381,360.0,0.0,0.0,1.0,0.0,1.6733,1.1075,1.655,1.31,0.0,0.15,30.97,8.0,444.0,21.1429,0.0,0.0,4.0,0.0,73.0,18.25,17
450434,Undav,Brighton,FWD,0,0,0,0,614.0,0.643,0.1612,1.2847,0.5863,0.0,0.0,0.0,0.0,0.0,1.6733,1.1075,1.655,1.31,4.387,1.09975,8.7647,4.0,173.0,25.3583,0.0,0.0,0.0,0.0,0.0,0.0,0
469142,Van Hecke,Brighton,DEF,2368,26,0,0,589.0,0.0867,0.0094,1.6392,0.0,118.0,0.0,0.0076,0.9763,0.0,1.6733,1.1075,1.655,1.31,0.5673,0.061450000000000005,10.7279,0.0,110.0,16.8081,0.0,0.01,1.28,0.0,20.0,15.2542,26
