date,player_code,web_name,now_cost,transfers_in_event,transfers_out_event,net_velocity,velocity_ratio,trend
2026-09-20,154561,Raya,6.0,46962,9714,37248,0.2029,STABLE
2026-09-20,109745,Arrizabalaga,4.9,34,66,-32,-0.0003,STABLE
2026-09-20,437495,Meslier,4.9,9,26,-17,-0.0002,STABLE
2026-09-20,226597,Gabriel,8.0,5067,19367,-14300,-0.0979,STABLE
2026-09-20,445122,J.Timber,6.5,3214,872,2342,0.0233,STABLE
2026-09-20,462424,Saliba,5.9,93,304,-211,-0.0021,STABLE
2026-09-20,499169,Lewis-Skelly,5.4,248,1600,-1352,-0.0134,STABLE
2026-09-20,466075,Calafiori,5.8,20941,15169,5772,0.0287,STABLE
2026-09-20,448104,Hincapie,5.3,316,1536,-1220,-0.012,STABLE
2026-09-20,198869,White,5.5,1800,19125,-17325,-0.1564,STABLE
2026-09-20,500040,Mosquera,5.3,295,2722,-2427,-0.0235,STABLE
2026-09-20,223340,Saka,9.5,29504,10516,18988,0.15,STABLE
2026-09-20,204480,Rice,7.4,2891,11905,-9014,-0.0723,STABLE
2026-09-20,232413,Eze,6.3,470,1835,-1365,-0.0134,STABLE
2026-09-20,184029,Ødegaard,6.8,23172,26706,-3534,-0.0252,STABLE
2026-09-20,248857,Madueke,6.2,226,408,-182,-0.0018,STABLE
2026-09-20,195384,Merino,5.8,173,808,-635,-0.0063,STABLE
2026-09-20,444145,Martinelli,6.3,0,172,-172,-0.0017,STABLE
2026-09-20,481655,Zubimendi,5.3,119,1091,-972,-0.0096,STABLE
2026-09-20,616077,Dowman,5.3,134,160,-26,-0.0003,STABLE
2026-09-20,499175,Nwaneri,5.4,0,13,-13,-0.0001,STABLE
2026-09-20,438098,Fábio Vieira,5.5,0,14,-14,-0.0001,STABLE
2026-09-20,200641,Nelson,5.5,0,6,-6,-0.0001,STABLE
2026-09-20,224117,Gyökeres,7.1,1511,4635,-3124,-0.0294,STABLE
2026-09-20,219847,Havertz,7.6,19731,11074,8657,0.074,STABLE
2026-09-20,205651,G.Jesus,5.9,0,281,-281,-0.0028,STABLE
2026-09-20,199798,Konsa,4.6,39668,11204,28464,0.2051,STABLE
2026-09-20,208706,Bruno G.,6.7,1307,1840,-533,-0.0051,STABLE
2026-09-20,439509,Tzolis,6.3,3222,63446,-60224,-0.4787,STABLE
2026-09-20,72147,M.Bizot,4.5,18,340,-322,-0.0032,STABLE
2026-09-20,101188,Digne,4.5,0,67,-67,-0.0007,STABLE
2026-09-20,199796,Cash,4.4,880,7887,-7007,-0.0637,STABLE
2026-09-20,149484,Mings,4.5,507,332,175,0.0017,STABLE
2026-09-20,244954,Pau,4.5,4,1094,-1090,-0.0108,STABLE
2026-09-20,515597,Bogarde,5.0,46,118,-72,-0.0007,STABLE
2026-09-20,441302,Maatsen,4.5,11,2094,-2083,-0.0206,STABLE
2026-09-20,184667,Lindelöf,4.5,321,324,-3,-0.0,STABLE
2026-09-20,606798,A.García,4.0,586,1636,-1050,-0.0102,STABLE
2026-09-20,578545,Nedeljkovic,4.0,0,138,-138,-0.0014,STABLE
2026-09-20,195546,Buendía,5.9,2872,1261,1611,0.0158,STABLE
2026-09-20,215711,Bailey,5.4,0,158,-158,-0.0016,STABLE
2026-09-20,122806,McGinn,5.4,1791,2490,-699,-0.0067,STABLE
2026-09-20,88894,Barkley,5.0,174,511,-337,-0.0033,STABLE
2026-09-20,226944,Kamara,5.0,324,457,-133,-0.0013,STABLE
2026-09-20,449871,Onana,4.9,9,28,-19,-0.0002,STABLE
2026-09-20,469247,Iling Jr,5.0,0,5,-5,-0.0001,STABLE
2026-09-20,645618,Burrowes,4.5,196,973,-777,-0.0077,STABLE
2026-09-20,577285,George Hemmings,4.5,952,3379,-2427,-0.0237,STABLE
2026-09-20,653481,Alysson,5.0,38,240,-202,-0.002,STABLE
2026-09-20,614071,Manzambi,5.9,11399,528,10871,0.1083,STABLE
2026-09-20,448089,Gomes,5.5,103,44,59,0.0006,STABLE
2026-09-20,178301,Watkins,7.8,0,3526,-3526,-0.0335,STABLE
2026-09-20,173879,Abraham,5.5,535,448,87,0.0009,STABLE
2026-09-20,493105,Garnacho,5.8,159,815,-656,-0.0065,STABLE
2026-09-20,517052,N.Jackson,6.5,9717,1833,7884,0.0768,STABLE
2026-09-20,690838,Madjo,5.4,47,562,-515,-0.0051,STABLE
2026-09-20,487992,Ruggeri,4.5,167,102,65,0.0006,STABLE
2026-09-20,433969,Suzuki,5.0,4706,1747,2959,0.0286,STABLE
2026-09-20,569577,Rowe,4.0,92,261,-169,-0.0017,STABLE
2026-09-20,571380,Lynch,4.5,0,183,-183,-0.0018,STABLE
2026-09-20,214590,Wan-Bissaka,4.5,443,346,97,0.001,STABLE
2026-09-20,119090,Goretzka,5.9,4,135,-131,-0.0013,STABLE
2026-09-20,245719,Harwood-Bellis,4.5,60,55,5,0.0001,STABLE
2026-09-20,638987,Mbaye,6.0,304,433,-129,-0.0013,STABLE
