date,player_code,web_name,now_cost,transfers_in_event,transfers_out_event,net_velocity,velocity_ratio,trend
2026-09-21,154561,Raya,6.1,86640,24027,62613,0.3399,STABLE
2026-09-21,109745,Arrizabalaga,4.9,62,134,-72,-0.0007,STABLE
2026-09-21,437495,Meslier,4.9,27,61,-34,-0.0003,STABLE
2026-09-21,226597,Gabriel,8.0,12592,40881,-28289,-0.194,STABLE
2026-09-21,445122,J.Timber,6.5,6870,2066,4804,0.0478,STABLE
2026-09-21,462424,Saliba,5.9,214,615,-401,-0.004,STABLE
2026-09-21,499169,Lewis-Skelly,5.4,488,3384,-2896,-0.0286,STABLE
2026-09-21,466075,Calafiori,5.8,43735,37111,6624,0.0329,STABLE
2026-09-21,448104,Hincapie,5.2,760,3701,-2941,-0.0289,STABLE
2026-09-21,198869,White,5.5,3004,39986,-36982,-0.335,STABLE
2026-09-21,500040,Mosquera,5.3,630,5632,-5002,-0.0484,STABLE
2026-09-21,223340,Saka,9.5,56241,27367,28874,0.2277,STABLE
2026-09-21,204480,Rice,7.4,6385,29783,-23398,-0.1881,STABLE
2026-09-21,232413,Eze,6.3,1079,4048,-2969,-0.0291,STABLE
2026-09-21,184029,Ødegaard,6.8,44735,56543,-11808,-0.0845,STABLE
2026-09-21,248857,Madueke,6.2,424,951,-527,-0.0052,STABLE
2026-09-21,195384,Merino,5.8,356,1796,-1440,-0.0143,STABLE
2026-09-21,444145,Martinelli,6.3,0,317,-317,-0.0032,STABLE
2026-09-21,481655,Zubimendi,5.3,265,2290,-2025,-0.02,STABLE
2026-09-21,616077,Dowman,5.3,272,332,-60,-0.0006,STABLE
2026-09-21,499175,Nwaneri,5.4,0,27,-27,-0.0003,STABLE
2026-09-21,438098,Fábio Vieira,5.5,0,25,-25,-0.0003,STABLE
2026-09-21,200641,Nelson,5.5,0,10,-10,-0.0001,STABLE
2026-09-21,224117,Gyökeres,7.1,3130,9862,-6732,-0.0634,STABLE
2026-09-21,219847,Havertz,7.6,35925,28162,7763,0.0664,STABLE
2026-09-21,205651,G.Jesus,5.9,0,560,-560,-0.0056,STABLE
2026-09-21,199798,Konsa,4.6,58775,25852,32923,0.2372,STABLE
2026-09-21,208706,Bruno G.,6.7,2741,4451,-1710,-0.0165,STABLE
2026-09-21,439509,Tzolis,6.3,6951,102833,-95882,-0.7671,FALLING_ALERT
2026-09-21,72147,M.Bizot,4.5,33,637,-604,-0.006,STABLE
2026-09-21,101188,Digne,4.5,0,126,-126,-0.0013,STABLE
2026-09-21,199796,Cash,4.4,1655,16254,-14599,-0.133,STABLE
2026-09-21,149484,Mings,4.5,1007,796,211,0.0021,STABLE
2026-09-21,244954,Pau,4.5,16,2046,-2030,-0.0202,STABLE
2026-09-21,515597,Bogarde,5.0,106,267,-161,-0.0016,STABLE
2026-09-21,441302,Maatsen,4.5,30,4073,-4043,-0.04,STABLE
2026-09-21,184667,Lindelöf,4.5,596,722,-126,-0.0013,STABLE
2026-09-21,606798,A.García,4.0,1111,3698,-2587,-0.0251,STABLE
2026-09-21,578545,Nedeljkovic,4.0,0,310,-310,-0.0031,STABLE
2026-09-21,195546,Buendía,5.9,7072,2339,4733,0.0465,STABLE
2026-09-21,215711,Bailey,5.4,0,298,-298,-0.003,STABLE
2026-09-21,122806,McGinn,5.4,4035,5089,-1054,-0.0101,STABLE
2026-09-21,88894,Barkley,5.0,336,1108,-772,-0.0077,STABLE
2026-09-21,226944,Kamara,5.0,752,949,-197,-0.002,STABLE
2026-09-21,449871,Onana,4.9,20,57,-37,-0.0004,STABLE
2026-09-21,469247,Iling Jr,5.0,0,7,-7,-0.0001,STABLE
2026-09-21,645618,Burrowes,4.5,364,2139,-1775,-0.0175,STABLE
2026-09-21,577285,George Hemmings,4.5,1991,6389,-4398,-0.0429,STABLE
2026-09-21,653481,Alysson,5.0,52,495,-443,-0.0044,STABLE
2026-09-21,614071,Manzambi,5.9,19646,1378,18268,0.1816,STABLE
2026-09-21,448089,Gomes,5.5,243,103,140,0.0014,STABLE
2026-09-21,178301,Watkins,7.8,0,6978,-6978,-0.0665,STABLE
2026-09-21,173879,Abraham,5.5,990,1018,-28,-0.0003,STABLE
2026-09-21,493105,Garnacho,5.8,284,1714,-1430,-0.0142,STABLE
2026-09-21,517052,N.Jackson,6.5,21422,4364,17058,0.1659,STABLE
2026-09-21,690838,Madjo,5.4,100,1217,-1117,-0.0111,STABLE
2026-09-21,487992,Ruggeri,4.5,326,204,122,0.0012,STABLE
2026-09-21,433969,Suzuki,5.0,8665,3736,4929,0.0475,STABLE
2026-09-21,569577,Rowe,4.0,184,542,-358,-0.0036,STABLE
2026-09-21,571380,Lynch,4.5,0,427,-427,-0.0043,STABLE
2026-09-21,214590,Wan-Bissaka,4.5,894,819,75,0.0007,STABLE
2026-09-21,119090,Goretzka,5.9,8,276,-268,-0.0027,STABLE
2026-09-21,245719,Harwood-Bellis,4.5,107,106,1,0.0,STABLE
2026-09-21,638987,Mbaye,6.0,550,785,-235,-0.0023,STABLE
2026-09-21,481283,Wright,4.0,3390,239,3151,0.0314,STABLE
2026-09-21,457569,Petrović,4.5,3389,6376,-2987,-0.0282,STABLE
2026-09-21,40383,Forster,4.0,5091,3900,1191,0.0111,STABLE
2026-09-21,444172,Dennis,4.0,0,336,-336,-0.0034,STABLE
2026-09-21,463981,Hill,5.5,1712,1746,-34,-0.0003,STABLE
2026-09-21,494521,Truffert,5.5,2721,7231,-4510,-0.0425,STABLE
2026-09-21,242882,Diakité,4.9,351,586,-235,-0.0023,STABLE
2026-09-21,620487,Milosavljević,4.9,12,21,-9,-0.0001,STABLE
2026-09-21,54469,Smith,4.5,235,269,-34,-0.0003,STABLE
2026-09-21,436893,J.Araujo,4.4,20,31,-11,-0.0001,STABLE
2026-09-21,575901,Soler,4.0,478,678,-200,-0.002,STABLE
2026-09-21,499604,Rayan,6.3,2311,6193,-3882,-0.0376,STABLE
2026-09-21,201658,Tavernier,6.1,51449,25201,26248,0.2315,STABLE
2026-09-21,503139,Scott,6.1,13212,24515,-11303,-0.1015,STABLE
2026-09-21,222683,Kluivert,6.0,2234,10162,-7928,-0.0779,STABLE
2026-09-21,155408,Cook,5.0,160,717,-557,-0.0055,STABLE
2026-09-21,496208,Gannon-Doak,4.9,83,234,-151,-0.0015,STABLE
2026-09-21,200785,Adams,5.0,620,1008,-388,-0.0039,STABLE
2026-09-21,111317,Brooks,5.0,94,211,-117,-0.0012,STABLE
2026-09-21,158499,Christie,5.0,169,144,25,0.0003,STABLE
2026-09-21,614574,Tóth.A,4.9,14,33,-19,-0.0002,STABLE
2026-09-21,489888,Adli,4.9,14,48,-34,-0.0003,STABLE
2026-09-21,560262,Kroupi.Jr,7.4,94,484,-390,-0.0039,STABLE
2026-09-21,444102,Evanilson,6.0,10530,13026,-2496,-0.0235,STABLE
2026-09-21,168636,Enes Ünal,5.5,0,24,-24,-0.0002,STABLE
2026-09-21,561245,Rodríguez,6.0,433,394,39,0.0004,STABLE
2026-09-21,483067,Silva,5.0,1986,1255,731,0.0073,STABLE
2026-09-21,494928,Sanchez,4.4,101,244,-143,-0.0014,STABLE
