date,player_code,web_name,now_cost,transfers_in_event,transfers_out_event,net_velocity,velocity_ratio,trend
2026-09-07,154561,Raya,6.0,83063,62554,20509,0.1156,STABLE
2026-09-07,109745,Arrizabalaga,4.9,157,361,-204,-0.002,STABLE
2026-09-07,437495,Meslier,4.9,59,143,-84,-0.0008,STABLE
2026-09-07,226597,Gabriel,8.0,19958,88329,-68371,-0.4552,STABLE
2026-09-07,445122,J.Timber,6.5,313,633,-320,-0.0032,STABLE
2026-09-07,462424,Saliba,6.0,415,1698,-1283,-0.0128,STABLE
2026-09-07,499169,Lewis-Skelly,5.5,3198,3913,-715,-0.0071,STABLE
2026-09-07,466075,Calafiori,5.7,179908,29019,150889,0.7778,RISING_ALERT
2026-09-07,448104,Hincapie,5.3,1711,8104,-6393,-0.0626,STABLE
2026-09-07,198869,White,5.5,50323,40257,10066,0.0872,STABLE
2026-09-07,500040,Mosquera,5.4,481,65970,-65489,-0.6086,STABLE
2026-09-07,223340,Saka,9.5,74848,39655,35193,0.2871,STABLE
2026-09-07,204480,Rice,7.4,10528,53425,-42897,-0.3362,STABLE
2026-09-07,232413,Eze,6.4,2018,12170,-10152,-0.0989,STABLE
2026-09-07,184029,Ødegaard,6.6,148098,34384,113714,0.9112,RISING_ALERT
2026-09-07,248857,Madueke,6.3,814,1796,-982,-0.0098,STABLE
2026-09-07,195384,Merino,5.9,927,4521,-3594,-0.0356,STABLE
2026-09-07,444145,Martinelli,6.3,0,3722,-3722,-0.0371,STABLE
2026-09-07,481655,Zubimendi,5.4,845,4946,-4101,-0.0404,STABLE
2026-09-07,616077,Dowman,5.3,244,577,-333,-0.0033,STABLE
2026-09-07,499175,Nwaneri,5.4,0,198,-198,-0.002,STABLE
2026-09-07,438098,Fábio Vieira,5.5,0,149,-149,-0.0015,STABLE
2026-09-07,200641,Nelson,5.5,0,48,-48,-0.0005,STABLE
2026-09-07,224117,Gyökeres,7.3,3223,37344,-34121,-0.3148,STABLE
2026-09-07,219847,Havertz,7.5,62252,28308,33944,0.2967,STABLE
2026-09-07,205651,G.Jesus,5.9,0,4594,-4594,-0.0458,STABLE
2026-09-07,199798,Konsa,4.4,180744,36852,143892,1.1511,RISING_LOCK
2026-09-07,208706,Bruno G.,6.8,790,16034,-15244,-0.1469,STABLE
2026-09-07,439509,Tzolis,6.5,26110,153354,-127244,-0.9356,FALLING_ALERT
2026-09-07,72147,M.Bizot,4.5,418,672,-254,-0.0025,STABLE
2026-09-07,101188,Digne,4.5,0,480,-480,-0.0048,STABLE
2026-09-07,199796,Cash,4.5,11223,17577,-6354,-0.0558,STABLE
2026-09-07,149484,Mings,4.5,1096,881,215,0.0021,STABLE
2026-09-07,244954,Pau,4.5,552,2206,-1654,-0.0164,STABLE
2026-09-07,515597,Bogarde,5.0,306,487,-181,-0.0018,STABLE
2026-09-07,441302,Maatsen,4.5,3398,2042,1356,0.0133,STABLE
2026-09-07,184667,Lindelöf,4.5,1009,694,315,0.0031,STABLE
2026-09-07,606798,A.García,4.0,5618,7229,-1611,-0.0156,STABLE
2026-09-07,578545,Nedeljkovic,4.0,0,926,-926,-0.0092,STABLE
2026-09-07,195546,Buendía,6.0,3228,8211,-4983,-0.0488,STABLE
2026-09-07,215711,Bailey,5.4,0,2604,-2604,-0.026,STABLE
2026-09-07,122806,McGinn,5.4,4782,12426,-7644,-0.0729,STABLE
2026-09-07,88894,Barkley,5.0,1846,1258,588,0.0058,STABLE
2026-09-07,226944,Kamara,5.0,1514,1804,-290,-0.0029,STABLE
2026-09-07,449871,Onana,5.0,55,134,-79,-0.0008,STABLE
2026-09-07,469247,Iling Jr,5.0,0,10,-10,-0.0001,STABLE
2026-09-07,645618,Burrowes,4.5,3006,3210,-204,-0.002,STABLE
2026-09-07,577285,George Hemmings,4.5,17169,6585,10584,0.1036,STABLE
2026-09-07,653481,Alysson,5.0,185,270,-85,-0.0008,STABLE
2026-09-07,614071,Manzambi,5.9,186,893,-707,-0.0071,STABLE
2026-09-07,448089,Gomes,5.5,34,208,-174,-0.0017,STABLE
2026-09-07,178301,Watkins,7.8,0,67357,-67357,-0.6283,STABLE
2026-09-07,173879,Abraham,5.5,1938,1090,848,0.0084,STABLE
2026-09-07,493105,Garnacho,5.9,704,3698,-2994,-0.0297,STABLE
2026-09-07,517052,N.Jackson,6.5,10694,6656,4038,0.0395,STABLE
2026-09-07,690838,Madjo,5.5,176,2274,-2098,-0.0209,STABLE
2026-09-07,487992,Ruggeri,4.5,89,502,-413,-0.0041,STABLE
2026-09-07,433969,Suzuki,5.0,24766,4069,20697,0.2013,STABLE
2026-09-07,569577,Rowe,4.0,1227,742,485,0.0048,STABLE
2026-09-07,571380,Lynch,4.5,0,1680,-1680,-0.0168,STABLE
2026-09-07,214590,Wan-Bissaka,4.5,1088,854,234,0.0023,STABLE
2026-09-07,119090,Goretzka,6.0,617,701,-84,-0.0008,STABLE
2026-09-07,245719,Harwood-Bellis,4.5,308,109,199,0.002,STABLE
2026-09-07,638987,Mbaye,6.0,1545,550,995,0.0099,STABLE
2026-09-07,457569,Petrović,4.5,10367,12427,-2060,-0.0193,STABLE
2026-09-07,40383,Forster,4.0,12464,6170,6294,0.0589,STABLE
2026-09-07,444172,Dennis,4.0,0,664,-664,-0.0066,STABLE
2026-09-07,463981,Hill,5.5,2363,3911,-1548,-0.0152,STABLE
2026-09-07,494521,Truffert,5.5,3705,18555,-14850,-0.1385,STABLE
2026-09-07,242882,Diakité,5.0,490,1263,-773,-0.0077,STABLE
2026-09-07,620487,Milosavljević,5.0,30,66,-36,-0.0004,STABLE
2026-09-07,54469,Smith,4.5,437,637,-200,-0.002,STABLE
2026-09-07,436893,J.Araujo,4.4,48,97,-49,-0.0005,STABLE
2026-09-07,575901,Soler,4.0,1665,1095,570,0.0057,STABLE
2026-09-07,499604,Rayan,6.4,2858,17410,-14552,-0.1397,STABLE
2026-09-07,201658,Tavernier,6.0,63783,12541,51242,0.4843,STABLE
2026-09-07,503139,Scott,6.0,141677,12831,128846,1.2019,RISING_LOCK
2026-09-07,222683,Kluivert,6.0,3138,8232,-5094,-0.0498,STABLE
2026-09-07,155408,Cook,5.0,1003,1366,-363,-0.0036,STABLE
