date,player_code,web_name,now_cost,transfers_in_event,transfers_out_event,net_velocity,velocity_ratio,trend
2026-09-15,154561,Raya,6.0,141671,24695,116976,0.6477,STABLE
2026-09-15,109745,Arrizabalaga,4.9,81,296,-215,-0.0021,STABLE
2026-09-15,437495,Meslier,4.9,39,110,-71,-0.0007,STABLE
2026-09-15,226597,Gabriel,8.0,22671,52642,-29971,-0.2039,STABLE
2026-09-15,445122,J.Timber,6.5,9012,1376,7636,0.0761,STABLE
2026-09-15,462424,Saliba,5.9,235,1207,-972,-0.0097,STABLE
2026-09-15,499169,Lewis-Skelly,5.5,1684,5768,-4084,-0.0404,STABLE
2026-09-15,466075,Calafiori,5.8,138664,30675,107989,0.5394,STABLE
2026-09-15,448104,Hincapie,5.3,1345,9438,-8093,-0.0793,STABLE
2026-09-15,198869,White,5.5,15733,98124,-82391,-0.7253,STABLE
2026-09-15,500040,Mosquera,5.4,100,45542,-45442,-0.4369,STABLE
2026-09-15,223340,Saka,9.5,85599,26306,59293,0.4774,STABLE
2026-09-15,204480,Rice,7.4,13856,39797,-25941,-0.2069,STABLE
2026-09-15,232413,Eze,6.3,1431,9927,-8496,-0.0831,STABLE
2026-09-15,184029,Ødegaard,6.7,159011,54393,104618,0.7559,RISING_ALERT
2026-09-15,248857,Madueke,6.2,343,2102,-1759,-0.0175,STABLE
2026-09-15,195384,Merino,5.8,655,3750,-3095,-0.0307,STABLE
2026-09-15,444145,Martinelli,6.3,0,889,-889,-0.0089,STABLE
2026-09-15,481655,Zubimendi,5.3,772,4960,-4188,-0.0414,STABLE
2026-09-15,616077,Dowman,5.3,191,597,-406,-0.0041,STABLE
2026-09-15,499175,Nwaneri,5.4,0,73,-73,-0.0007,STABLE
2026-09-15,438098,Fábio Vieira,5.5,0,47,-47,-0.0005,STABLE
2026-09-15,200641,Nelson,5.5,0,27,-27,-0.0003,STABLE
2026-09-15,224117,Gyökeres,7.2,1741,30138,-28397,-0.2659,STABLE
2026-09-15,219847,Havertz,7.6,41678,48930,-7252,-0.0626,STABLE
2026-09-15,205651,G.Jesus,5.9,0,1331,-1331,-0.0133,STABLE
2026-09-15,199798,Konsa,4.5,163371,24873,138498,1.0184,RISING_LOCK
2026-09-15,208706,Bruno G.,6.7,8955,4768,4187,0.0404,STABLE
2026-09-15,439509,Tzolis,6.4,17713,134326,-116613,-0.8998,FALLING_ALERT
2026-09-15,72147,M.Bizot,4.5,248,625,-377,-0.0038,STABLE
2026-09-15,101188,Digne,4.5,0,258,-258,-0.0026,STABLE
2026-09-15,199796,Cash,4.5,522,69610,-69088,-0.6235,STABLE
2026-09-15,149484,Mings,4.5,1351,2386,-1035,-0.0103,STABLE
2026-09-15,244954,Pau,4.5,188,4068,-3880,-0.0385,STABLE
2026-09-15,515597,Bogarde,5.0,279,506,-227,-0.0023,STABLE
2026-09-15,441302,Maatsen,4.5,494,13495,-13001,-0.1282,STABLE
2026-09-15,184667,Lindelöf,4.5,1384,1486,-102,-0.001,STABLE
2026-09-15,606798,A.García,4.0,4090,7073,-2983,-0.0289,STABLE
2026-09-15,578545,Nedeljkovic,4.0,0,639,-639,-0.0064,STABLE
2026-09-15,195546,Buendía,5.9,2130,10336,-8206,-0.0805,STABLE
2026-09-15,215711,Bailey,5.4,0,931,-931,-0.0093,STABLE
2026-09-15,122806,McGinn,5.4,8016,10268,-2252,-0.0215,STABLE
2026-09-15,88894,Barkley,5.0,1061,1794,-733,-0.0073,STABLE
2026-09-15,226944,Kamara,5.0,1031,2352,-1321,-0.0131,STABLE
2026-09-15,449871,Onana,4.9,32,114,-82,-0.0008,STABLE
2026-09-15,469247,Iling Jr,5.0,0,12,-12,-0.0001,STABLE
2026-09-15,645618,Burrowes,4.5,1148,3677,-2529,-0.025,STABLE
2026-09-15,577285,George Hemmings,4.5,7541,7729,-188,-0.0018,STABLE
2026-09-15,653481,Alysson,5.0,822,251,571,0.0057,STABLE
2026-09-15,614071,Manzambi,5.9,903,525,378,0.0038,STABLE
2026-09-15,448089,Gomes,5.5,256,128,128,0.0013,STABLE
2026-09-15,178301,Watkins,7.8,0,19367,-19367,-0.1834,STABLE
2026-09-15,173879,Abraham,5.5,1084,1262,-178,-0.0018,STABLE
2026-09-15,493105,Garnacho,5.8,413,4081,-3668,-0.0365,STABLE
2026-09-15,517052,N.Jackson,6.5,6424,16428,-10004,-0.0977,STABLE
2026-09-15,690838,Madjo,5.4,156,2181,-2025,-0.0202,STABLE
2026-09-15,487992,Ruggeri,4.5,269,618,-349,-0.0035,STABLE
2026-09-15,433969,Suzuki,5.0,7814,8479,-665,-0.0064,STABLE
2026-09-15,569577,Rowe,4.0,1002,848,154,0.0015,STABLE
2026-09-15,571380,Lynch,4.5,0,806,-806,-0.008,STABLE
2026-09-15,214590,Wan-Bissaka,4.5,2282,960,1322,0.0132,STABLE
2026-09-15,119090,Goretzka,6.0,28,904,-876,-0.0088,STABLE
2026-09-15,245719,Harwood-Bellis,4.5,154,193,-39,-0.0004,STABLE
2026-09-15,638987,Mbaye,6.0,1037,712,325,0.0032,STABLE
2026-09-15,457569,Petrović,4.5,3196,12183,-8987,-0.0846,STABLE
2026-09-15,40383,Forster,4.0,10623,6805,3818,0.0357,STABLE
2026-09-15,444172,Dennis,4.0,0,530,-530,-0.0053,STABLE
2026-09-15,463981,Hill,5.5,1544,4931,-3387,-0.0333,STABLE
2026-09-15,494521,Truffert,5.5,2991,15069,-12078,-0.1133,STABLE
2026-09-15,242882,Diakité,5.0,479,1276,-797,-0.0079,STABLE
